,0
2142,89.99
2143,0.0
2144,0.0
2145,39.99
2146,0.0
2147,39.99
2148,0.0
2149,0.0
2150,89.99
2151,99.99
2152,0.0
2153,179.99
2154,0.0
2155,0.0
2156,0.0
2157,0.0
2158,0.0
2159,99.99
2160,24.99
2161,0.0
2162,49.99
2163,0.0
2164,0.0
2165,0.0
2166,0.0
2167,0.0
2168,39.99
2169,39.99
2170,0.0
2171,0.0
2172,0.0
2173,39.99
2174,89.99
2175,24.99
2176,179.99
2177,0.0
2178,0.0
2179,0.0
2180,24.99
2181,0.0
2182,0.0
2183,0.0
2184,0.0
2185,39.99
2186,0.0
2187,39.99
2188,39.99
2189,0.0
2190,0.0
2191,39.99
2192,99.99
2193,0.0
2194,29.99
2195,0.0
2196,49.99
2197,0.0
2198,99.99
2199,0.0
2200,0.0
2201,0.0
2202,0.0
2203,0.0
2204,0.0
2205,0.0
2206,24.99
2207,0.0
2208,179.99
2209,39.99
2210,29.99
2211,0.0
2212,49.99
2213,89.99
2214,0.0
2215,0.0
2216,0.0
2217,0.0
2218,49.99
2219,0.0
2220,0.0
2221,39.99
2222,49.99
2223,49.99
2224,0.0
2225,24.99
2226,0.0
2227,0.0
2228,39.99
2229,39.99
2230,0.0
2231,0.0
2232,179.99
2233,179.99
2234,0.0
2235,49.99
2236,0.0
2237,0.0
2238,0.0
2239,0.0
2240,89.99
2241,24.99
2242,0.0
2243,0.0
2244,99.99
2245,29.99
2246,179.99
2247,49.99
2248,0.0
2249,24.99
2250,0.0
2251,99.99
2252,0.0
2253,179.99
2254,39.99
2255,0.0
2256,0.0
2257,24.99
2258,0.0
2259,0.0
2260,89.99
2261,0.0
2262,0.0
2263,179.99
2264,0.0
2265,179.99
2266,0.0
2267,39.99
2268,39.99
2269,0.0
2270,0.0
2271,0.0
2272,0.0
2273,0.0
2274,89.99
2275,0.0
2276,99.99
2277,39.99
2278,179.99
2279,39.99
2280,0.0
2281,0.0
2282,29.99
2283,0.0
2284,19.99
2285,19.99
2286,0.0
2287,19.99
2288,0.0
2289,39.99
2290,0.0
2291,0.0
2292,29.99
2293,179.99
2294,29.99
2295,0.0
2296,0.0
2297,0.0
2298,29.99
2299,0.0
2300,39.99
2301,0.0
2302,49.99
2303,19.99
2304,0.0
2305,39.99
2306,179.99
2307,0.0
2308,89.99
2309,24.99
2310,39.99
2311,0.0
2312,0.0
2313,39.99
2314,179.99
2315,29.99
2316,99.99
2317,0.0
2318,0.0
2319,99.99
2320,0.0
2321,49.99
2322,0.0
2323,0.0
2324,0.0
2325,0.0
2326,0.0
2327,0.0
2328,0.0
2329,179.99
2330,0.0
2331,0.0
2332,39.99
2333,24.99
2334,0.0
2335,0.0
2336,0.0
2337,0.0
2338,39.99
2339,0.0
2340,0.0
2341,0.0
2342,39.99
2343,0.0
2344,0.0
2345,0.0
2346,0.0
2347,0.0
2348,24.99
2349,0.0
2350,0.0
2351,99.99
2352,0.0
2353,0.0
2354,0.0
2355,0.0
2356,0.0
2357,0.0
2358,0.0
2359,24.99
2360,0.0
2361,0.0
2362,0.0
2363,29.99
2364,99.99
2365,0.0
2366,0.0
2367,0.0
2368,99.99
2369,39.99
2370,0.0
2371,0.0
2372,49.99
2373,0.0
2374,24.99
2375,0.0
2376,24.99
2377,0.0
2378,0.0
2379,24.99
2380,0.0
2381,0.0
2382,24.99
2383,0.0
2384,0.0
2385,89.99
2386,0.0
2387,0.0
2388,0.0
2389,0.0
2390,0.0
2391,19.99
2392,0.0
2393,49.99
2394,0.0
2395,0.0
2396,179.99
2397,0.0
2398,0.0
2399,0.0
2400,179.99
2401,24.99
2402,0.0
2403,0.0
2404,0.0
2405,99.99
2406,179.99
2407,0.0
2408,0.0
2409,0.0
2410,0.0
2411,39.99
2412,89.99
2413,0.0
2414,99.99
2415,24.99
2416,0.0
2417,0.0
2418,179.99
2419,0.0
2420,0.0
2421,39.99
2422,99.99
2423,39.99
2424,99.99
2425,39.99
2426,49.99
2427,0.0
2428,99.99
2429,0.0
2430,0.0
2431,0.0
2432,0.0
2433,19.99
2434,99.99
2435,24.99
2436,0.0
2437,0.0
2438,39.99
2439,19.99
2440,179.99
2441,0.0
2442,0.0
2443,0.0
2444,0.0
2445,0.0
2446,39.99
2447,0.0
2448,0.0
2449,0.0
2450,0.0
2451,0.0
2452,0.0
2453,0.0
2454,24.99
2455,0.0
2456,0.0
2457,99.99
2458,0.0
2459,49.99
2460,0.0
2461,0.0
2462,0.0
2463,0.0
2464,179.99
2465,0.0
2466,0.0
2467,0.0
2468,179.99
2469,24.99
2470,19.99
2471,19.99
2472,0.0
2473,39.99
2474,19.99
2475,89.99
2476,0.0
2477,19.99
2478,89.99
2479,29.99
2480,0.0
2481,89.99
2482,24.99
2483,39.99
2484,0.0
2485,0.0
2486,29.99
2487,0.0
2488,0.0
2489,0.0
2490,0.0
2491,99.99
2492,0.0
2493,0.0
2494,0.0
2495,19.99
2496,39.99
2497,0.0
2498,0.0
2499,0.0
2500,19.99
2501,24.99
2502,0.0
2503,99.99
2504,39.99
2505,0.0
2506,0.0
2507,29.99
2508,49.99
2509,0.0
2510,0.0
2511,0.0
2512,39.99
2513,179.99
2514,19.99
2515,89.99
2516,0.0
2517,0.0
2518,0.0
2519,49.99
2520,89.99
2521,0.0
2522,19.99
2523,179.99
2524,0.0
2525,19.99
2526,29.99
2527,0.0
2528,49.99
2529,89.99
2530,0.0
2531,0.0
2532,0.0
2533,0.0
2534,19.99
2535,0.0
2536,0.0
2537,0.0
2538,0.0
2539,179.99
2540,0.0
2541,19.99
2542,24.99
2543,39.99
2544,0.0
2545,0.0
2546,39.99
2547,0.0
2548,0.0
2549,24.99
2550,0.0
2551,24.99
2552,0.0
2553,0.0
2554,0.0
2555,24.99
2556,0.0
2557,0.0
2558,0.0
2559,19.99
2560,24.99
2561,0.0
2562,29.99
2563,0.0
2564,0.0
2565,0.0
2566,0.0
2567,19.99
2568,0.0
2569,0.0
2570,0.0
2571,0.0
2572,0.0
2573,0.0
2574,0.0
2575,39.99
2576,19.99
2577,0.0
2578,0.0
2579,0.0
2580,0.0
2581,24.99
2582,0.0
2583,19.99
2584,0.0
2585,39.99
2586,0.0
2587,0.0
2588,0.0
2589,29.99
2590,0.0
2591,0.0
2592,0.0
2593,0.0
2594,0.0
2595,39.99
2596,19.99
2597,0.0
2598,49.99
2599,0.0
2600,39.99
2601,39.99
2602,24.99
2603,39.99
2604,0.0
2605,0.0
2606,49.99
2607,0.0
2608,0.0
2609,0.0
2610,0.0
2611,19.99
2612,19.99
2613,0.0
2614,0.0
2615,0.0
2616,0.0
2617,24.99
2618,0.0
2619,0.0
2620,24.99
2621,49.99
2622,49.99
2623,19.99
2624,0.0
2625,0.0
2626,0.0
2627,19.99
2628,24.99
2629,39.99
2630,24.99
2631,39.99
2632,29.99
2633,0.0
2634,0.0
2635,0.0
2636,0.0
2637,29.99
2638,39.99
2639,179.99
2640,89.99
2641,0.0
2642,179.99
2643,0.0
2644,0.0
2645,0.0
2646,0.0
2647,0.0
2648,0.0
2649,39.99
2650,0.0
2651,0.0
2652,0.0
2653,89.99
2654,0.0
2655,0.0
2656,29.99
2657,0.0
2658,24.99
2659,0.0
2660,0.0
2661,0.0
2662,0.0
2663,0.0
2664,0.0
2665,29.99
2666,19.99
2667,99.99
2668,0.0
2669,39.99
2670,39.99
2671,0.0
2672,0.0
2673,0.0
2674,39.99
2675,0.0
2676,0.0
2677,0.0
2678,24.99
2679,0.0
2680,0.0
2681,179.99
2682,0.0
2683,49.99
2684,39.99
2685,0.0
2686,0.0
2687,19.99
2688,0.0
2689,24.99
2690,179.99
2691,0.0
2692,0.0
2693,0.0
2694,89.99
2695,0.0
2696,0.0
2697,0.0
2698,0.0
2699,0.0
2700,0.0
2701,19.99
2702,0.0
2703,39.99
2704,49.99
2705,0.0
2706,0.0
2707,24.99
2708,0.0
2709,89.99
2710,0.0
2711,179.99
2712,0.0
2713,0.0
2714,179.99
2715,0.0
2716,39.99
2717,0.0
2718,179.99
2719,0.0
2720,0.0
2721,24.99
2722,0.0
2723,99.99
2724,0.0
2725,39.99
2726,179.99
2727,49.99
2728,0.0
2729,0.0
2730,0.0
2731,99.99
2732,0.0
2733,0.0
2734,0.0
2735,29.99
2736,99.99
2737,0.0
2738,0.0
2739,0.0
2740,179.99
2741,0.0
2742,39.99
2743,39.99
2744,0.0
2745,99.99
2746,24.99
2747,0.0
2748,89.99
2749,0.0
2750,99.99
2751,179.99
2752,0.0
2753,0.0
2754,0.0
2755,49.99
2756,39.99
2757,179.99
2758,99.99
2759,0.0
2760,19.99
2761,19.99
2762,0.0
2763,0.0
2764,0.0
2765,19.99
2766,24.99
2767,24.99
2768,0.0
2769,39.99
2770,0.0
2771,0.0
2772,29.99
2773,19.99
2774,29.99
2775,0.0
2776,0.0
2777,0.0
2778,0.0
2779,0.0
2780,24.99
2781,0.0
2782,0.0
2783,179.99
2784,0.0
2785,0.0
2786,0.0
2787,0.0
2788,99.99
2789,0.0
2790,0.0
2791,0.0
2792,0.0
2793,0.0
2794,24.99
2795,0.0
2796,0.0
2797,0.0
2798,0.0
2799,0.0
2800,19.99
2801,0.0
2802,0.0
2803,0.0
2804,0.0
2805,0.0
2806,0.0
2807,0.0
2808,179.99
2809,0.0
2810,179.99
2811,0.0
2812,0.0
2813,0.0
2814,179.99
2815,39.99
2816,0.0
2817,0.0
2818,0.0
2819,39.99
2820,0.0
2821,0.0
2822,99.99
2823,0.0
2824,39.99
2825,0.0
2826,0.0
2827,0.0
2828,0.0
2829,0.0
2830,39.99
2831,0.0
2832,0.0
2833,0.0
2834,179.99
2835,49.99
2836,39.99
2837,0.0
2838,0.0
2839,0.0
2840,0.0
2841,0.0
2842,24.99
2843,39.99
2844,0.0
2845,0.0
2846,99.99
2847,39.99
2848,0.0
2849,39.99
2850,99.99
2851,0.0
2852,0.0
2853,0.0
2854,0.0
2855,0.0
2856,0.0
2857,49.99
2858,99.99
2859,0.0
2860,0.0
2861,0.0
2862,0.0
2863,39.99
2864,179.99
2865,24.99
2866,0.0
2867,89.99
2868,39.99
2869,0.0
2870,39.99
2871,39.99
2872,0.0
2873,0.0
2874,0.0
2875,0.0
2876,0.0
2877,0.0
2878,19.99
2879,0.0
2880,0.0
2881,0.0
2882,0.0
2883,0.0
2884,0.0
2885,0.0
2886,0.0
2887,0.0
2888,89.99
2889,0.0
2890,0.0
2891,0.0
2892,19.99
2893,0.0
2894,24.99
2895,99.99
2896,179.99
2897,0.0
2898,179.99
2899,39.99
2900,0.0
2901,24.99
2902,99.99
2903,179.99
2904,89.99
2905,19.99
2906,24.99
2907,89.99
2908,39.99
2909,0.0
2910,29.99
2911,0.0
2912,179.99
2913,0.0
2914,39.99
2915,0.0
2916,0.0
2917,0.0
2918,39.99
2919,39.99
2920,0.0
2921,0.0
2922,0.0
2923,0.0
2924,0.0
2925,0.0
2926,89.99
2927,24.99
2928,19.99
2929,0.0
2930,0.0
2931,0.0
2932,19.99
2933,0.0
2934,19.99
2935,39.99
2936,24.99
2937,0.0
2938,89.99
2939,49.99
2940,0.0
2941,0.0
2942,0.0
2943,0.0
2944,19.99
2945,19.99
2946,0.0
2947,24.99
2948,0.0
2949,24.99
2950,0.0
2951,0.0
2952,39.99
2953,179.99
2954,0.0
2955,0.0
2956,0.0
